,Diameter,Dia_Spline3_Base,Event
201,2.9120422156100725,-0.16183074990225776,default
202,2.935330108501047,-0.14415622742647782,default
203,2.9579358979082526,-0.13472949355740038,default
204,2.9271433616791764,-0.138242480967123,default
205,2.952070695091231,-0.13639179412943614,default
206,2.9404113118469484,-0.1355873341386995,default
207,2.9420205848864045,-0.1368248304931039,default
208,2.9455114366341566,-0.13733497425507313,default
209,2.93487988505132,-0.14557741369651955,default
210,2.9196823787034565,-0.14077164456680658,default
211,2.979932019500872,-0.1301063660338726,default
212,2.9172913583856404,-0.14203269423038378,default
213,2.9346177270326432,-0.14824684176208303,default
214,2.937749060727071,-0.14046658107313936,default
215,2.945281067446989,-0.13761003387508763,default
216,2.938511909104929,-0.13706523056930253,default
217,2.9466974322922708,-0.13095072476062963,default
218,2.9615535674943403,-0.12331943559361003,default
219,2.9541809305709394,-0.120629830963908,default
220,2.96482848773448,-0.10213828876900743,default
221,3.0248721791103987,-0.07896584320282729,default
222,2.986827021459743,-0.09182158540553154,default
223,2.95145067657432,-0.11866167507214387,default
224,2.952888165329372,-0.10920431823312127,default
225,3.023218960060781,-0.08575974858628266,default
226,2.974898160430264,-0.09800403133430136,default
227,2.952231833967816,-0.13305835060803828,default
228,2.90566800942828,-0.1452609894957697,default
229,2.9726514294188746,-0.11241033132707656,default
230,3.016651046651995,-0.0795287751187197,default
231,2.9931946170285864,-0.0830720235010749,default
232,2.981934865512862,-0.10388894794787795,default
233,2.944643100380509,-0.1148035648756367,default
234,2.986827914449905,-0.10673311063796875,default
235,2.972031868394136,-0.10203633400094603,default
236,2.978226252984369,-0.061313968061591506,default
237,2.9892901019489457,-0.060385500264647174,default
318,3.173434149987594,0.006460939662846332,default
319,3.179422932814842,0.007185273854854124,default
320,3.148180794324828,0.009686811564022957,default
321,3.199911489683142,0.012540919257797878,default
322,3.2510054342073404,0.013244864095903974,default
323,3.278563292009453,0.013608923360876712,default
324,2.881356651028423,0.013621607772349886,default
325,3.330473077249429,0.01464558799416027,default
326,2.992081520801109,0.012188349273191346,default
327,3.0081178388069865,0.012893489242403966,default
385,3.1011351014573907,0.04976699976504717,default
386,3.1020397628327663,0.05033454220870004,default
387,3.1021875187899983,0.01561358959965764,default
388,3.073302798212196,0.010387310341661848,default
389,3.110019366378588,0.021439452747526122,default
390,3.109679520247063,0.024002850552574007,default
391,3.083896235563913,0.009057911994641454,default
392,3.0760228968300067,-0.002254697050661836,default
393,3.072302422799756,-0.009757372353981442,default
394,3.057606008380885,-0.01383207635795669,default
395,3.0744204952329754,-0.014649111203063114,default
396,3.052219796567242,-0.01919506339161048,default
397,3.0616228982924287,-0.020026444255529352,default
398,3.0616918700521127,-0.020277138591085375,default
399,3.0511480474653343,-0.02401198606747279,default
400,3.057227330973659,-0.027513825940625125,default
401,3.041605227051176,-0.027485338145492477,default
402,3.0668841025683484,-0.016054938326524937,default
403,3.0776700547323568,0.0019021166815433865,default
404,3.1026474949194407,0.010909169268881858,default
405,3.0779348727306184,-0.00036465086575354633,default
406,3.0572873963826392,-0.021480584688793325,default
407,3.038831235975259,-0.03352208097640341,default
408,3.048225047987559,-0.026471303765204457,default
409,3.076096693215135,-0.004637328577021371,default
410,3.098295491500416,0.003608519953530287,default
411,3.059009643824484,-0.01635198013585315,default
412,3.0355405405335336,-0.028325074542291606,default
413,3.0738722171656123,-0.015957983269424325,default
414,3.0701463322838745,-0.00825488768734095,default
415,3.0700788077436063,-0.008849853340652025,default
416,3.071559879092634,-0.010686838793125375,default
417,3.061317319124955,-0.01617647021752866,default
418,3.0583628420136706,-0.006574193206775103,default
419,3.112923464246932,0.01100681655443081,default
420,3.0770807359365184,0.010350179922835157,default
421,3.091579023797703,0.00790156963241273,default
422,3.088630735224056,0.010641458856453845,default
423,3.0909885814063305,0.011745302118911116,default
424,3.093636550665257,0.01391826734748447,default
425,3.0946746268794234,0.014182293212116726,default
426,3.0910066086506927,0.015449305232098975,default
427,3.102372616973917,0.022964827759701212,default
428,3.113370708666608,0.024926575656543104,default
429,3.0878555085453696,0.021336350438067253,default
430,3.113526916221252,0.02976501387524566,default
431,3.1214139547394373,0.04078976052167915,default
432,3.12406745661292,0.04568454259075905,default
433,3.130452542624089,0.043165458221390285,default
434,3.1049525312507926,0.026433827616388683,default
435,3.08264094556621,0.021471638326622244,default
436,3.132915371149608,0.03278766275841871,default
437,3.099942203394578,0.03218087081972376,default
438,3.1131869455664622,0.0377057394889837,default
439,3.1417701036547623,0.05224597868134939,default
440,3.1295200020757417,0.055419383642355324,default
441,3.1381306669895066,0.055386916404411846,default
442,3.133029569789222,0.056036685811512665,default
443,3.137220176904431,0.05482613348721932,default
444,3.129097850577124,0.054559084911549593,default
445,3.1400837018138508,0.04999077845163091,default
446,3.107961099828027,0.04001984379229606,default
447,3.1213367139256087,0.04134608606266399,default
448,3.1320130567977422,0.047928682359820396,default
449,3.12361514214452,0.04488620374325647,default
450,3.117564714112574,0.04220835687511526,default
451,3.1273520973571216,0.048999227982247096,default
452,3.140991243328501,0.05407764344222876,default
453,3.124239229981122,0.05587270170116021,default
454,3.1512843437402256,0.0678202139810824,default
455,3.1617361786890865,0.08019163717877786,default
456,3.163273087823043,0.08954144582925183,default
457,3.1871466692081656,0.09998088405562111,default
458,3.17962035020944,0.10186942619272843,default
459,3.178353575370199,0.09787558652027917,default
460,3.172438085357608,0.09579832059946058,default
461,3.177226776538756,0.09822529205664532,default
462,3.1832727700177914,0.09741730659633552,default
463,3.1631601500373323,0.0932152072078507,default
464,3.1805309989652764,0.09648098368005353,default
465,3.178965026978659,0.0972249666600864,default
466,3.167702053944081,0.09042858827559952,default
467,3.164608458461906,0.08929381308301121,default
468,3.177519521690481,0.09218701969566334,default
469,3.1663638171661144,0.0922398317013502,default
470,3.1759754110090213,0.08885185256385464,default
471,3.154356011297592,0.07453357177504616,default
472,3.130710093722308,0.06156301894848548,default
473,3.147739117278064,0.06354304939190047,default
474,3.145247109515496,0.06891982045886458,default
475,3.154709185752731,0.06221989465941968,default
476,3.1114773378430494,0.04898959473804121,default
477,3.1355577577396643,0.04030967626847204,default
478,3.09590909197784,0.03922894663456189,default
479,3.146803085069233,0.04484002533414477,default
480,3.107108079446604,0.032725621602039734,default
481,3.0871464826720474,0.016049130955564372,default
482,3.100058719257889,0.01566738006020829,default
483,3.0926688392793382,0.014248613684356481,default
484,3.088861297147191,0.01051240772917117,default
485,3.088921437569293,0.008800535987835811,default
486,3.085761211891896,0.009835299138907683,default
487,3.0961605754288755,0.01948253702067282,default
488,3.1171110255593746,0.026464222423439487,default
489,3.092737503372463,0.019013204161847597,default
490,3.090730024569419,0.006901205994991333,default
491,3.0706705116949933,-0.002921216687540973,default
492,3.0735073255167618,-0.013777629358222132,default
493,3.044467560064926,-0.028720028204816117,default
494,3.0399406817604517,-0.047387774020267504,default
495,3.0033632205594314,-0.06479541099849628,default
496,3.011414473353031,-0.0720330820639492,default
497,3.0029387447050406,-0.07521145061067536,default
498,2.999125475020516,-0.07773579299183764,default
499,3.0051303735129062,-0.07400282777800626,default
500,3.0118657070679764,-0.0676857082006701,default
501,3.01765861977479,-0.06438593078799171,default
502,3.012536570456807,-0.06155569355605772,default
503,3.0283087053136946,-0.061646564711303586,default
504,3.001523000296921,-0.06515631577774839,default
505,3.025283271207801,-0.06735648176413767,default
506,2.9957477704572577,-0.07400001129800948,default
507,3.004484382911976,-0.06552586599978794,default
508,3.050443239945969,-0.04890077365192713,default
509,3.016289282814707,-0.04755808395442873,default
510,3.044009098833232,-0.04569580680829821,default
511,3.030172532511966,-0.0474850334272201,default
512,3.0229689426602864,-0.04965906972061207,default
513,3.042516543511343,-0.048979341306976565,default
514,3.0133438453154517,-0.05569982920718086,default
515,3.0252596892553605,-0.05095133480216951,default
516,3.049594677191479,-0.032576810852024796,default
517,3.062506953179912,-0.02906705644022045,default
518,3.0263864309141457,-0.0356073853028942,default
519,3.059553884006549,-0.023276245964080733,default
520,3.078664057442764,-0.008291244656206231,default
521,3.067216262709428,-0.006320128219689192,default
522,3.0788861444859523,-0.002678302047725012,default
523,3.0815614803540967,-0.00026734250831950135,default
524,3.074184764998906,-0.009718311373573929,default
525,3.048458984380127,-0.016449424069290064,default
526,3.0803628101900102,-0.011277346612817762,default
527,3.062969249014912,-0.011747695124634472,default
528,3.063971151507957,-0.02035108346969583,default
529,3.0449473543167205,-0.028340761748449683,default
530,3.0500343330911326,-0.02275761239626828,default
531,3.0812167701422712,-0.009043140966788155,default
532,3.0686228029835005,-0.0017306114060127165,default
533,3.091878418493006,0.009299380872055174,default
534,3.102081123745039,0.015304329278954754,default
535,3.0824398913590643,0.004647350236703485,default
536,3.068891734709976,-0.004785045382300179,default
537,3.077899697918112,0.0036278465344539157,default
538,3.1070834958179456,0.015863201845279118,default
539,3.088649358053444,0.010460527810552733,default
540,3.074723139543707,-0.0001861901329607285,default
541,3.0784228425536293,0.0,default
542,3.085694415575364,0.022321318937934986,default
543,3.156736842273713,0.0492612613606318,default
544,3.115140185546068,0.04751739652834841,default
545,3.120315612973874,0.0264920815747689,default
546,3.06746015503159,0.005643670172934101,default
547,3.084601997881013,0.011767579693396701,default
548,3.1276694082063026,0.029645220959152674,default
549,3.095903309769323,0.02455492886776467,default
550,3.0960069279524416,0.034000640189276954,default
551,3.165348635309232,0.05144114895322183,default
552,3.096323637468311,0.030255201688971667,default
553,3.080288136736362,0.006417891476760751,default
554,3.0860348951923378,0.00612938107304517,default
555,3.0894228373974726,0.009123105529789566,default
556,3.088875092358204,0.001228529985437543,default
557,3.0550043380542,-0.006752096629806026,default
558,3.0913710852405014,-0.00783676306161274,default
559,3.048169679444676,-0.013332366814949648,default
560,3.0762233288366785,-0.007737824818038419,default
561,3.085695603836143,-0.0034046616922909223,default
562,3.056030056948201,-0.01132156431935849,default
563,3.074221265216352,-0.009757314748886525,default
564,3.073761393849878,-0.0029889138280068117,default
565,3.0835635319981947,-0.009017212895354287,default
566,3.040305930798646,-0.017793342742949303,default
567,3.081914475659046,-0.017750477620369853,default
568,3.042126447628112,-0.03039623541246117,default
569,3.029510927661216,-0.012326965567154069,default
570,3.058475482100607,-0.03102057486807075,default
571,3.0467190488916174,-0.029219912218670263,default
572,3.0484700114678054,-0.02446569572922197,default
573,3.0757413854822144,-0.013931268164335986,default
574,3.061585385136752,-0.0095001757102251,default
575,3.080350381629712,-0.006718869628254076,default
576,3.068101613317138,-0.011186094331450125,default
577,3.055965254636541,-0.014876103197433377,default
578,3.077726704846378,-0.00041464203034236036,default
579,3.104186007775663,0.005487681707160075,default
580,3.053115246657266,-0.002058396638521476,default
581,3.0986131525820477,0.000759470200289325,default
582,3.0699595692061274,-0.006702846581328359,default
583,3.051919562906713,-0.021477645269257994,default
584,3.0575539641297445,-0.019341492288009743,default
585,3.072869779908089,-0.016946909544277577,default
586,3.0461820781032967,-0.028054693698115862,default
587,3.039810529319185,-0.021749660827779405,default
588,3.1044614601735465,-0.008702318888241134,default
589,3.0337205150070865,-0.02908315438317599,default
590,3.0290281325059074,-0.05118465901797231,default
591,3.020747824135541,-0.047174629829398906,default
592,3.058040940131746,-0.03571225388565802,default
593,3.037584520284664,-0.039447018980878656,default
594,3.02626518360174,-0.045765850730481894,default
595,3.044084949816257,-0.03370312163443412,default
596,3.0680156704543404,-0.0175185762575909,default
597,3.067072644471029,-0.009985803088182088,default
598,3.075159068477204,-0.007280476968719807,default
599,3.0707505509260145,-0.006898702709418281,default
600,3.0730082590594243,-0.0017068541199507514,default
601,3.093668754701663,0.003833842881098448,default
602,3.072252843287973,-0.0002655243842686339,default
603,3.078026701411647,0.0038149874449278087,default
604,3.104216943894775,0.012745730356863216,default
605,3.0817855724525858,0.008219200501624169,default
606,3.0823519534328803,0.0025258815107469523,default
607,3.0808772869509724,0.0033377531943665772,default
608,3.0865077256689712,0.010045924170953402,default
609,3.1035541986212296,0.018719716676785847,default
610,3.0985259840220434,0.023181589973747307,default
611,3.109383433456003,0.024658863638281403,default
612,3.098605843845407,0.021268016381416732,default
613,3.09574018460518,0.020995175251669718,default
614,3.1111577281772407,0.020985230812953226,default
615,3.0831485225184814,0.008613579916248781,default
616,3.074262786677122,0.009211888331013274,default
617,3.122436697677657,0.02013482612819084,default
618,3.0786663627066586,0.016075394179015046,default
619,3.101795393851416,0.015033923495656687,default
620,3.0951417837994666,0.015260228906329498,default
621,3.0862251944012997,0.005626821813706773,default
622,3.0721783548790897,0.001917741833990405,default
